product_id,retailer,raw_name,cleaned_name,brand_raw,canonical_brand,category_raw,category_family_from_raw,product_type,category_family,price,unit_price,promo_text,amount,unit,pack_count,size_value,size_unit,unit_quantity,total_quantity,quantity_type,canonical_unit,package_type,is_organic_raw,is_private_label_raw,is_private_label_detected,attributes_json,confidence_json,overall_confidence,needs_review,missing_required_fields_json,warnings_json,url,scraped_at,estimated_cost
wf_0134,whole_foods,365 Hot Dog Buns 8 ct,365 hot dog buns 8 count,365,365,Bakery,bakery,unknown,bakery,2.03,,,8.0,ct,1,8.0,count,8.0,8.0,count,count,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.825, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown""]}",0.825,True,"[""product_type""]","[""product_type is unknown""]",https://example.com/whole_foods/products/wf_0134,2026-05-03T01:06:00,1.24
wf_0135,whole_foods,365 Flour Tortillas 10 ct,365 flour tortillas 10 count,365,365,Bakery,bakery,unknown,bakery,3.38,0.338,Save $1,10.0,ct,1,10.0,count,10.0,10.0,count,count,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.825, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown""]}",0.825,True,"[""product_type""]","[""product_type is unknown""]",https://example.com/whole_foods/products/wf_0135,2026-05-03T00:49:00,2.34
wf_0136,whole_foods,365 Corn Tortillas 30 ct,365 corn tortillas 30 count,365,365,Bakery,bakery,unknown,bakery,4.57,0.1523,,30.0,ct,1,30.0,count,30.0,30.0,count,count,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.825, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown""]}",0.825,True,"[""product_type""]","[""product_type is unknown""]",https://example.com/whole_foods/products/wf_0136,2026-05-03T00:32:00,3.15
wf_0137,whole_foods,365 Pita Bread 6 ct,365 pita bread 6 count,365,365,Bakery,bakery,bread,bakery,4.51,0.7517,Save $1,6.0,ct,1,6.0,count,6.0,6.0,count,count,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0137,2026-05-03T00:15:00,3.26
wf_0138,whole_foods,365 English Muffins 6 ct,365 english muffins 6 count,365,365,Bakery,bakery,unknown,bakery,4.89,,,6.0,ct,1,6.0,count,6.0,6.0,count,count,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.825, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown""]}",0.825,True,"[""product_type""]","[""product_type is unknown""]",https://example.com/whole_foods/products/wf_0138,2026-05-02T23:58:00,3.42
wf_0139,whole_foods,Prime member deal 365 Half and Half 1 pt,prime member deal 365 half and half 1 pt,365,365,Dairy & Eggs,unknown,unknown,unknown,4.55,0.2844,Prime member deal,16.0,fl oz,1,16.0,fl_oz,16.0,16.0,volume,fl_oz,unknown,False,True,True,{},"{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.825, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown""]}",0.825,True,"[""product_type""]","[""product_type is unknown""]",https://example.com/whole_foods/products/wf_0139,2026-05-02T23:41:00,2.72
wf_0140,whole_foods,Prime member deal 365 Heavy Whipping Cream 1 pt,prime member deal 365 heavy whipping cream 1 pt,365,365,Dairy & Eggs,unknown,unknown,unknown,5.31,0.3319,Prime member deal,16.0,fl oz,1,16.0,fl_oz,16.0,16.0,volume,fl_oz,unknown,False,True,True,{},"{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.825, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown""]}",0.825,True,"[""product_type""]","[""product_type is unknown""]",https://example.com/whole_foods/products/wf_0140,2026-05-02T23:24:00,3.61
wf_0141,whole_foods,365 Sour Cream 8 oz,365 sour cream 8 oz,365,365,Dairy & Eggs,unknown,unknown,unknown,3.67,0.4587,Prime member deal,8.0,oz,1,8.0,oz,8.0,8.0,weight,oz,unknown,False,True,True,{},"{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.825, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown""]}",0.825,True,"[""product_type""]","[""product_type is unknown""]",https://example.com/whole_foods/products/wf_0141,2026-05-02T23:07:00,2.63
wf_0142,whole_foods,365 Cottage Cheese 16 oz,365 cottage cheese 16 oz,365,365,Dairy & Eggs,unknown,cheese,cheese,5.74,0.3588,,16.0,oz,1,16.0,oz,16.0,16.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0142,2026-05-02T22:50:00,4.35
wf_0143,whole_foods,365 Ricotta Cheese 15 oz,365 ricotta cheese 15 oz,365,365,Dairy & Eggs,unknown,cheese,cheese,4.6,,,15.0,oz,1,15.0,oz,15.0,15.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0143,2026-05-02T22:33:00,2.92
wf_0144,whole_foods,365 String Cheese Mozzarella 12 ct,365 string cheese mozzarella 12 count,365,365,Dairy & Eggs,unknown,cheese,cheese,8.43,0.7025,,12.0,ct,1,12.0,count,12.0,12.0,count,count,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0144,2026-05-02T22:16:00,5.48
wf_0145,whole_foods,365 Sliced Swiss Cheese 8 oz,365 sliced swiss cheese 8 oz,365,365,Dairy & Eggs,unknown,cheese,cheese,4.69,0.5863,,8.0,oz,1,8.0,oz,8.0,8.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 1.0, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": []}",1.0,False,[],[],https://example.com/whole_foods/products/wf_0145,2026-05-02T21:59:00,3.17
wf_0146,whole_foods,365 Pepper Jack Shredded 8 oz,365 pepper jack shredded 8 oz,365,365,Dairy & Eggs,unknown,unknown,unknown,6.27,0.7837,,8.0,oz,1,8.0,oz,8.0,8.0,weight,oz,unknown,False,True,True,{},"{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.825, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown""]}",0.825,True,"[""product_type""]","[""product_type is unknown""]",https://example.com/whole_foods/products/wf_0146,2026-05-02T21:42:00,3.83
wf_0147,whole_foods,365 Plain Whole Milk Yogurt 32 oz,365 plain whole milk yogurt 32 oz,365,365,Dairy & Eggs,unknown,milk,dairy_milk,6.7,,,32.0,oz,1,32.0,oz,32.0,32.0,weight,oz,unknown,False,True,True,"{""fat_content"": ""whole"", ""lactose_free"": false, ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0147,2026-05-02T21:25:00,4.87
wf_0148,whole_foods,365 Strawberry Yogurt 6 oz,365 strawberry yogurt 6 oz,365,365,Dairy & Eggs,unknown,yogurt,yogurt,1.77,,Prime member deal,6.0,oz,1,6.0,oz,6.0,6.0,weight,oz,unknown,False,True,True,"{""fat_content"": ""unknown"", ""flavor"": ""strawberry"", ""multi_pack"": false, ""organic"": false, ""package_type"": ""unknown"", ""style"": ""regular""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0148,2026-05-02T21:08:00,1.13
wf_0149,whole_foods,365 Vanilla Almond Granola 12 oz,365 vanilla almond granola 12 oz,365,365,Breakfast,pantry,unknown,pantry,5.17,,Prime member deal,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0149,2026-05-02T20:51:00,3.8
wf_0150,whole_foods,365 Honey Nut Granola 12 oz,365 honey nut granola 12 oz,365,365,Breakfast,pantry,honey,pantry,6.97,,,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,unknown,False,True,True,"{""flavor"": ""honey_nut"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0150,2026-05-02T20:34:00,5.38
wf_0151,whole_foods,365 Granola Bars Chewy 8 ct,365 granola bars chewy 8 count,365,365,Snacks,snacks,granola_bars,snacks,6.7,0.997,,0.84,oz,8,0.84,oz,0.84,6.72,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0151,2026-05-02T20:17:00,3.75
wf_0152,whole_foods,365 Pretzels Mini Twists 16 oz,365 pretzels mini twists 16 oz,365,365,Snacks,snacks,unknown,snacks,3.84,,,16.0,oz,1,16.0,oz,16.0,16.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0152,2026-05-02T20:00:00,3.78
wf_0153,whole_foods,365 Pretzel Sticks 15 oz,365 pretzel sticks 15 oz,365,365,Snacks,snacks,unknown,snacks,4.13,,Prime member deal,15.0,oz,1,15.0,oz,15.0,15.0,weight,oz,stick,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""stick""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.825, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown""]}",0.825,True,"[""product_type""]","[""product_type is unknown""]",https://example.com/whole_foods/products/wf_0153,2026-05-02T19:43:00,2.63
wf_0154,whole_foods,365 Microwave Popcorn Butter 3 ct,365 microwave popcorn butter 3 count,365,365,Snacks,snacks,butter,butter,3.96,,,3.2,oz,3,3.2,oz,3.2,9.600000000000001,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.85, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""raw category family snacks conflicts with inferred family butter""]}",0.85,False,[],"[""raw category family snacks conflicts with inferred family butter""]",https://example.com/whole_foods/products/wf_0154,2026-05-02T19:26:00,2.5
wf_0155,whole_foods,365 Mixed Nuts Salted 8 oz,365 mixed nuts salted 8 oz,365,365,Snacks,snacks,unknown,snacks,8.99,1.1238,Save $1,8.0,oz,1,8.0,oz,8.0,8.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0155,2026-05-02T19:09:00,6.01
wf_0156,whole_foods,365 Roasted Cashews 8 oz,365 roasted cashews 8 oz,365,365,Snacks,snacks,unknown,snacks,8.5,,,8.0,oz,1,8.0,oz,8.0,8.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0156,2026-05-02T18:52:00,5.49
wf_0157,whole_foods,365 Dried Cranberries 6 oz,365 dried cranberries 6 oz,365,365,Snacks,snacks,unknown,snacks,5.18,,Save $1,6.0,oz,1,6.0,oz,6.0,6.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0157,2026-05-02T18:35:00,3.14
wf_0158,whole_foods,365 Raisins Seedless 12 oz,365 raisins seedless 12 oz,365,365,Snacks,snacks,unknown,snacks,5.17,,,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0158,2026-05-02T18:18:00,3.04
wf_0159,whole_foods,365 Fruit Snacks Variety 10 ct,365 fruit snacks variety 10 count,365,365,Snacks,snacks,unknown,snacks,4.67,,Save $1,0.8,oz,10,0.8,oz,0.8,8.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0159,2026-05-02T18:01:00,2.87
wf_0160,whole_foods,365 Apple Sauce Cups 6 ct,365 apple sauce cups 6 count,365,365,Snacks,snacks,apples,produce,3.51,,Prime member deal,4.0,oz,6,4.0,oz,4.0,24.0,weight,oz,cup,False,True,True,"{""organic"": false, ""package_type"": ""cup"", ""produce_form"": ""unknown"", ""unit_basis"": ""unknown"", ""variety"": ""unknown""}","{""attributes"": 0.5, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.725, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""missing required attributes: produce_form, unit_basis"", ""raw category family snacks conflicts with inferred family produce""]}",0.725,True,"[""produce_form"", ""unit_basis""]","[""missing required attributes: produce_form, unit_basis"", ""raw category family snacks conflicts with inferred family produce""]",https://example.com/whole_foods/products/wf_0160,2026-05-02T17:44:00,2.57
wf_0161,whole_foods,365 Frozen Mixed Berries 12 oz,365 frozen mixed berries 12 oz,365,365,Frozen Foods,frozen,unknown,frozen,8.91,0.7425,Prime member deal,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0161,2026-05-02T17:27:00,5.37
wf_0162,whole_foods,365 Frozen Strawberries 16 oz,365 frozen strawberries 16 oz,365,365,Frozen Foods,frozen,berries,produce,4.7,0.2938,,16.0,oz,1,16.0,oz,16.0,16.0,weight,oz,unknown,False,True,True,"{""organic"": false, ""package_type"": ""unknown"", ""produce_form"": ""unknown"", ""unit_basis"": ""unknown"", ""variety"": ""unknown""}","{""attributes"": 0.5, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.725, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""missing required attributes: produce_form, unit_basis"", ""raw category family frozen conflicts with inferred family produce""]}",0.725,True,"[""produce_form"", ""unit_basis""]","[""missing required attributes: produce_form, unit_basis"", ""raw category family frozen conflicts with inferred family produce""]",https://example.com/whole_foods/products/wf_0162,2026-05-02T17:10:00,2.75
wf_0163,whole_foods,365 Frozen Broccoli 12 oz,365 frozen broccoli 12 oz,365,365,Frozen Foods,frozen,unknown,frozen,2.18,,Prime member deal,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0163,2026-05-02T16:53:00,1.53
wf_0164,whole_foods,365 Frozen Peas 12 oz,365 frozen peas 12 oz,365,365,Frozen Foods,frozen,unknown,frozen,3.05,0.2542,Save $1,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0164,2026-05-02T16:36:00,2.24
wf_0165,whole_foods,Prime member deal 365 Frozen Spinach 12 oz,prime member deal 365 frozen spinach 12 oz,365,365,Frozen Foods,frozen,spinach,produce,2.27,,Prime member deal,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,unknown,False,True,True,"{""organic"": false, ""package_type"": ""unknown"", ""produce_form"": ""unknown"", ""unit_basis"": ""unknown"", ""variety"": ""unknown""}","{""attributes"": 0.5, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.725, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""missing required attributes: produce_form, unit_basis"", ""raw category family frozen conflicts with inferred family produce""]}",0.725,True,"[""produce_form"", ""unit_basis""]","[""missing required attributes: produce_form, unit_basis"", ""raw category family frozen conflicts with inferred family produce""]",https://example.com/whole_foods/products/wf_0165,2026-05-02T16:19:00,1.71
wf_0166,whole_foods,365 Frozen Waffles 10 ct,365 frozen waffles 10 count,365,365,Frozen Foods,frozen,unknown,frozen,4.01,,,1.25,oz,10,1.25,oz,1.25,12.5,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0166,2026-05-02T16:02:00,2.21
wf_0167,whole_foods,365 Frozen Cheese Pizza 12 inch,365 frozen cheese pizza 12 inch,365,365,Frozen Foods,frozen,cheese,cheese,5.7,0.475,,12.0,oz,1,12.0,oz,12.0,12.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.85, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""raw category family frozen conflicts with inferred family cheese""]}",0.85,False,[],"[""raw category family frozen conflicts with inferred family cheese""]",https://example.com/whole_foods/products/wf_0167,2026-05-02T15:45:00,3.48
wf_0168,whole_foods,365 Frozen Burritos Bean Cheese 8 ct,365 frozen burritos bean cheese 8 count,365,365,Frozen Foods,frozen,cheese,cheese,7.21,0.2253,Prime member deal,4.0,oz,8,4.0,oz,4.0,32.0,weight,oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.85, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""raw category family frozen conflicts with inferred family cheese""]}",0.85,False,[],"[""raw category family frozen conflicts with inferred family cheese""]",https://example.com/whole_foods/products/wf_0168,2026-05-02T15:28:00,4.77
wf_0169,whole_foods,365 Vanilla Ice Cream 48 fl oz,365 vanilla ice cream 48 fl oz,365,365,Frozen Foods,frozen,ice_cream,frozen,4.97,,Save $1,48.0,fl oz,1,48.0,fl_oz,48.0,48.0,volume,fl_oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0169,2026-05-02T15:11:00,3.71
wf_0170,whole_foods,365 Chocolate Ice Cream 48 fl oz,365 chocolate ice cream 48 fl oz,365,365,Frozen Foods,frozen,ice_cream,frozen,5.6,0.1167,Save $1,48.0,fl oz,1,48.0,fl_oz,48.0,48.0,volume,fl_oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0170,2026-05-02T14:54:00,4.11
wf_0171,whole_foods,365 Cookies & Cream Ice Cream 48 fl oz,365 cookies and cream ice cream 48 fl oz,365,365,Frozen Foods,frozen,ice_cream,frozen,5.06,0.1054,,48.0,fl oz,1,48.0,fl_oz,48.0,48.0,volume,fl_oz,unknown,False,True,True,"{""flavor"": ""unknown"", ""organic"": false, ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": false, ""overall"": 0.92, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""package_type is unknown""]}",0.92,False,[],"[""package_type is unknown""]",https://example.com/whole_foods/products/wf_0171,2026-05-02T14:37:00,2.89
wf_0172,whole_foods,365 Apple Juice 64 fl oz,365 apple juice 64 fl oz,365,365,Beverages,beverages,apples,produce,3.68,,,64.0,fl oz,1,64.0,fl_oz,64.0,64.0,volume,fl_oz,unknown,False,True,True,"{""organic"": false, ""package_type"": ""unknown"", ""produce_form"": ""unknown"", ""unit_basis"": ""unknown"", ""variety"": ""unknown""}","{""attributes"": 0.5, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.725, ""product_type"": 1.0, ""quantity"": 1.0, ""warnings"": [""missing required attributes: produce_form, unit_basis"", ""raw category family beverages conflicts with inferred family produce""]}",0.725,True,"[""produce_form"", ""unit_basis""]","[""missing required attributes: produce_form, unit_basis"", ""raw category family beverages conflicts with inferred family produce""]",https://example.com/whole_foods/products/wf_0172,2026-05-02T14:20:00,2.58
wf_0173,whole_foods,365 Cranberry Juice Cocktail 64 fl oz,365 cranberry juice cocktail 64 fl oz,365,365,Beverages,beverages,unknown,beverages,5.32,0.0831,Prime member deal,64.0,fl oz,1,64.0,fl_oz,64.0,64.0,volume,fl_oz,unknown,False,True,True,"{""caffeine"": ""unknown"", ""carbonated"": false, ""diet_type"": ""regular"", ""flavor"": ""classic"", ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0173,2026-05-02T14:03:00,4.06
wf_0174,whole_foods,365 Lemonade 64 fl oz,365 lemonade 64 fl oz,365,365,Beverages,beverages,unknown,beverages,3.07,,Prime member deal,64.0,fl oz,1,64.0,fl_oz,64.0,64.0,volume,fl_oz,unknown,False,True,True,"{""caffeine"": ""unknown"", ""carbonated"": ""unknown"", ""diet_type"": ""regular"", ""flavor"": ""classic"", ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0174,2026-05-02T13:46:00,2.15
wf_0175,whole_foods,365 Iced Tea Black 128 fl oz,365 iced tea black 128 fl oz,365,365,Beverages,beverages,unknown,beverages,3.22,0.0252,,128.0,fl oz,1,128.0,fl_oz,128.0,128.0,volume,fl_oz,unknown,False,True,True,"{""caffeine"": ""unknown"", ""carbonated"": ""unknown"", ""diet_type"": ""regular"", ""flavor"": ""classic"", ""package_type"": ""unknown""}","{""attributes"": 1.0, ""brand"": 1.0, ""needs_review"": true, ""overall"": 0.745, ""product_type"": 0.3, ""quantity"": 1.0, ""warnings"": [""product_type is unknown"", ""package_type is unknown""]}",0.745,True,"[""product_type""]","[""product_type is unknown"", ""package_type is unknown""]",https://example.com/whole_foods/products/wf_0175,2026-05-02T13:29:00,2.15
