candidate_pair_id,product_id_a,retailer_a,raw_name_a,canonical_brand_a,product_type_a,category_family_a,total_quantity_a,quantity_type_a,package_type_a,is_private_label_a,overall_confidence_a,needs_review_a,product_id_b,retailer_b,raw_name_b,canonical_brand_b,product_type_b,category_family_b,total_quantity_b,quantity_type_b,package_type_b,is_private_label_b,overall_confidence_b,needs_review_b,blocking_reasons_json,shared_tokens_json,candidate_priority,title_similarity,brand_score,product_type_score,category_score,quantity_score,package_score,attribute_score,private_label_score,confidence_score,blocking_strength_score,equivalence_score,substitute_score,hard_conflicts_json,match_type,route,match_explanation
cand_000112,kr_0009,kroger,Kroger 100% Whole Wheat Bread 20 oz,Kroger,bread,bakery,20.0,weight,unknown,True,1.0,False,wf_0008,whole_foods,Save $1 365 Classic White Sandwich Bread 20 oz,365,bread,bakery,20.0,weight,unknown,True,1.0,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""bread""]",HIGH,0.5185,0.85,1.0,1.0,1.0,0.7,0.75,1.0,1.0,1.0,0.8503,0.8719,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000113,kr_0009,kroger,Kroger 100% Whole Wheat Bread 20 oz,Kroger,bread,bakery,20.0,weight,unknown,True,1.0,False,wf_0137,whole_foods,365 Pita Bread 6 ct,365,bread,bakery,6.0,count,unknown,True,1.0,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""bread""]",HIGH,0.4167,0.85,1.0,1.0,0.25,0.7,1.0,1.0,1.0,1.0,0.71,0.7992,"[""pack_size_conflict"", ""quantity_type_conflict""]",substitute,auto_accept_substitute,"Classified as substitute because products share product type bread and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000114,kr_0009,kroger,Kroger 100% Whole Wheat Bread 20 oz,Kroger,bread,bakery,20.0,weight,unknown,True,1.0,False,wm_0007,walmart,"Great Value White Sandwich Bread, 20 oz",Great Value,bread,bakery,20.0,weight,unknown,True,1.0,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""bread""]",HIGH,0.5676,0.85,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.8826,0.9268,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000115,kr_0009,kroger,Kroger 100% Whole Wheat Bread 20 oz,Kroger,bread,bakery,20.0,weight,unknown,True,1.0,False,wm_0008,walmart,Great Value 100% Whole Wheat Bread 20 oz,Great Value,bread,bakery,20.0,weight,unknown,True,1.0,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""bread"", ""wheat""]",HIGH,0.8889,0.85,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.9308,0.9589,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000116,kr_0009,kroger,Kroger 100% Whole Wheat Bread 20 oz,Kroger,bread,bakery,20.0,weight,unknown,True,1.0,False,wm_0092,walmart,Great Value Sliced White Bread 20 oz,Great Value,bread,bakery,20.0,weight,unknown,True,1.0,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""bread""]",HIGH,0.5915,0.85,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.8862,0.9292,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000117,kr_0009,kroger,Kroger 100% Whole Wheat Bread 20 oz,Kroger,bread,bakery,20.0,weight,unknown,True,1.0,False,wm_0169,walmart,"Great Value Pita Bread, 6 ct",Great Value,bread,bakery,6.0,count,unknown,True,1.0,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""bread""]",HIGH,0.4762,0.85,1.0,1.0,0.25,0.7,1.0,1.0,1.0,1.0,0.7189,0.8051,"[""pack_size_conflict"", ""quantity_type_conflict""]",substitute,auto_accept_substitute,"Classified as substitute because products share product type bread and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000118,kr_0010,kroger,Kroger Creamy Peanut Butter 16 oz Jar,Kroger,peanut_butter,pantry,16.0,weight,jar,True,1.0,False,tg_0009,target,Good & Gather Creamy Peanut Butter 16 oz,Good & Gather,peanut_butter,pantry,16.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""butter"", ""creamy"", ""peanut""]",HIGH,0.8254,0.85,1.0,1.0,1.0,0.7,1.0,1.0,0.96,1.0,0.9213,0.9525,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000119,kr_0010,kroger,Kroger Creamy Peanut Butter 16 oz Jar,Kroger,peanut_butter,pantry,16.0,weight,jar,True,1.0,False,tg_0057,target,Skippy Creamy Peanut Butter - 16.3oz,Skippy,peanut_butter,pantry,16.3,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""butter"", ""creamy"", ""peanut""]",HIGH,0.7143,0.5,1.0,1.0,1.0,0.7,1.0,0.0,0.96,1.0,0.8521,0.9414,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type peanut_butter and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000120,kr_0010,kroger,Kroger Creamy Peanut Butter 16 oz Jar,Kroger,peanut_butter,pantry,16.0,weight,jar,True,1.0,False,tg_0058,target,Jif Creamy Peanut Butter - 16oz,Jif,peanut_butter,pantry,16.0,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""butter"", ""creamy"", ""peanut""]",HIGH,0.7843,0.5,1.0,1.0,1.0,0.7,1.0,0.0,0.96,1.0,0.8626,0.9484,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type peanut_butter and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000121,kr_0010,kroger,Kroger Creamy Peanut Butter 16 oz Jar,Kroger,peanut_butter,pantry,16.0,weight,jar,True,1.0,False,wf_0009,whole_foods,365 Creamy Peanut Butter 16 oz,365,peanut_butter,pantry,16.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""butter"", ""creamy"", ""peanut""]",HIGH,0.9286,0.85,1.0,1.0,1.0,0.7,1.0,1.0,0.96,1.0,0.9368,0.9629,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000122,kr_0010,kroger,Kroger Creamy Peanut Butter 16 oz Jar,Kroger,peanut_butter,pantry,16.0,weight,jar,True,1.0,False,wf_0033,whole_foods,Jif Creamy Peanut Butter 16 oz,Jif,peanut_butter,pantry,16.0,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""butter"", ""creamy"", ""peanut""]",HIGH,0.9286,0.5,1.0,1.0,1.0,0.7,1.0,0.0,0.96,1.0,0.8843,0.9629,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type peanut_butter and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000123,kr_0010,kroger,Kroger Creamy Peanut Butter 16 oz Jar,Kroger,peanut_butter,pantry,16.0,weight,jar,True,1.0,False,wm_0009,walmart,"Great Value Creamy Peanut Butter, 16 oz",Great Value,peanut_butter,pantry,16.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""butter"", ""creamy"", ""peanut""]",HIGH,0.7895,0.85,1.0,1.0,1.0,0.7,1.0,1.0,0.96,1.0,0.9159,0.9489,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000124,kr_0010,kroger,Kroger Creamy Peanut Butter 16 oz Jar,Kroger,peanut_butter,pantry,16.0,weight,jar,True,1.0,False,wm_0052,walmart,"Skippy Creamy Peanut Butter, 16.3 oz",Skippy,peanut_butter,pantry,16.3,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""butter"", ""creamy"", ""peanut""]",HIGH,0.7397,0.5,1.0,1.0,1.0,0.7,1.0,0.0,0.96,1.0,0.856,0.944,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type peanut_butter and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000125,kr_0010,kroger,Kroger Creamy Peanut Butter 16 oz Jar,Kroger,peanut_butter,pantry,16.0,weight,jar,True,1.0,False,wm_0053,walmart,"Jif Creamy Peanut Butter, 16 oz",Jif,peanut_butter,pantry,16.0,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""butter"", ""creamy"", ""peanut""]",HIGH,0.8235,0.5,1.0,1.0,1.0,0.7,1.0,0.0,0.96,1.0,0.8685,0.9523,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type peanut_butter and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000126,kr_0011,kroger,"Kroger Restaurant Style Tortilla Chips, 13 oz",Kroger,chips,snacks,13.0,weight,unknown,True,0.92,False,tg_0010,target,C1rcle deal Good & Gather Re$taurant Style Tortilla Ch1ps 13oz,Good & Gather,unknown,snacks,13.0,weight,unknown,True,0.745,True,"[""fuzzy_token_rescue"", ""same_category_shared_token""]","[""style"", ""tortilla""]",MEDIUM,0.6729,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.75,0.8109,0.7873,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000127,kr_0011,kroger,"Kroger Restaurant Style Tortilla Chips, 13 oz",Kroger,chips,snacks,13.0,weight,unknown,True,0.92,False,tg_0051,target,Tostitos Scoops! Tortilla Chips - 10oz,Tostitos,chips,snacks,10.0,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""chips"", ""tortilla""]",MEDIUM,0.5542,0.5,1.0,1.0,0.3,0.7,1.0,0.0,0.92,0.75,0.6756,0.7954,"[""pack_size_conflict""]",substitute,auto_accept_substitute,"Classified as substitute because products share product type chips and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000128,kr_0011,kroger,"Kroger Restaurant Style Tortilla Chips, 13 oz",Kroger,chips,snacks,13.0,weight,unknown,True,0.92,False,tg_0053,target,Lay's Classic Potato Chips - 8oz,Lay's,chips,snacks,8.0,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""chips""]",LOW,0.3896,0.5,1.0,1.0,0.3,0.7,0.75,0.0,0.92,0.45,0.6109,0.699,"[""pack_size_conflict""]",ambiguous_review,review,"Routed to review because product type and category are plausible, but quantity/package evidence is incomplete or conflicting."
cand_000129,kr_0011,kroger,"Kroger Restaurant Style Tortilla Chips, 13 oz",Kroger,chips,snacks,13.0,weight,unknown,True,0.92,False,tg_0102,target,Good & Gather Pita Chips Sea Salt 8 oz,Good & Gather,chips,snacks,8.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""chips""]",HIGH,0.506,0.85,1.0,1.0,0.3,0.7,1.0,1.0,0.92,1.0,0.7334,0.8156,"[""pack_size_conflict""]",substitute,auto_accept_substitute,"Classified as substitute because products share product type chips and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000130,kr_0011,kroger,"Kroger Restaurant Style Tortilla Chips, 13 oz",Kroger,chips,snacks,13.0,weight,unknown,True,0.92,False,wf_0010,whole_foods,365 Restaurant Style Tortilla Chips 13 oz,365,chips,snacks,13.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""chips"", ""restaurant"", ""style"", ""tortilla""]",HIGH,0.8611,0.85,1.0,1.0,1.0,0.7,1.0,1.0,0.92,1.0,0.9267,0.9561,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000131,kr_0011,kroger,"Kroger Restaurant Style Tortilla Chips, 13 oz",Kroger,chips,snacks,13.0,weight,unknown,True,0.92,False,wm_0010,walmart,Great Value Restaurant Style White Corn Tortilla Chips 13 oz,Great Value,chips,snacks,13.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""chips"", ""restaurant"", ""style"", ""tortilla""]",HIGH,0.8158,0.85,1.0,1.0,1.0,0.7,1.0,1.0,0.92,1.0,0.9199,0.9516,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000132,kr_0011,kroger,"Kroger Restaurant Style Tortilla Chips, 13 oz",Kroger,chips,snacks,13.0,weight,unknown,True,0.92,False,wm_0046,walmart,"Tostitos Scoops Tortilla Chips, 10 oz Bag",Tostitos,chips,snacks,10.0,weight,bag,False,1.0,False,"[""same_category_shared_token"", ""same_product_type""]","[""chips"", ""tortilla""]",MEDIUM,0.6102,0.5,1.0,1.0,0.3,0.7,1.0,0.0,0.96,0.75,0.684,0.801,"[""pack_size_conflict""]",substitute,auto_accept_substitute,"Classified as substitute because products share product type chips and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000133,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,tg_0011,target,Market Pantry Pepperoni Frozen Pizza 12in,Market Pantry,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""frozen"", ""pepperoni"", ""pizza""]",HIGH,0.7209,0.85,1.0,1.0,1.0,0.7,1.0,1.0,0.92,1.0,0.9056,0.9421,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000134,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,tg_0064,target,DiGiorno Original Rising Crust Pepperoni Frozen Pizza - 27.5oz,DiGiorno,frozen_pizza,frozen,27.5,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""frozen"", ""pepperoni"", ""pizza""]",MEDIUM,0.6567,0.5,1.0,1.0,0.0,0.7,0.75,0.0,0.92,0.75,0.606,0.7107,"[""pack_size_conflict""]",ambiguous_review,review,"Routed to review because product type and category are plausible, but quantity/package evidence is incomplete or conflicting."
cand_000135,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,tg_0078,target,Circle deal Good & Gather Frozen Berry Blend 10 oz,Good & Gather,unknown,frozen,10.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.4421,0.85,0.5,1.0,0.65,0.7,1.0,1.0,0.8325,0.4,0.6888,0.6767,[],ambiguous_review,review,"Routed to review because product type and category are plausible, but quantity/package evidence is incomplete or conflicting."
cand_000136,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,tg_0085,target,Good & Gather Frozen Pizza Margherita 12 inch,Good & Gather,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""frozen"", ""inch"", ""pizza""]",HIGH,0.6444,0.85,1.0,1.0,1.0,0.7,1.0,1.0,0.92,1.0,0.8942,0.9344,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000137,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,tg_0093,target,Good & Gather Frozen Mango Chunks 16 oz,Good & Gather,unknown,frozen,16.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.4048,0.85,0.5,1.0,0.3,0.7,1.0,1.0,0.8325,0.4,0.6132,0.6205,[],ambiguous_review,review,"Routed to review because product type and category are plausible, but quantity/package evidence is incomplete or conflicting."
cand_000138,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,tg_0103,target,Good & Gather Frozen Brussels Sprouts 12 oz,Good & Gather,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.4545,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7607,0.7305,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000139,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,tg_0194,target,Good & Gather Frozen Mixed Berries - 12 oz,Good & Gather,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.4828,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7649,0.7333,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000140,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,tg_0196,target,Good & Gather Frozen Broccoli - 12 oz,Good & Gather,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.4634,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.762,0.7313,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000141,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,tg_0197,target,Market Pantry Frozen Peas - 12 oz,Market Pantry,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.5128,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7694,0.7363,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000142,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,tg_0199,target,Good & Gather Frozen Waffles - 10 ct,Good & Gather,unknown,frozen,12.5,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.4691,0.85,0.5,1.0,0.85,0.7,1.0,1.0,0.8325,0.4,0.7329,0.7094,[],ambiguous_review,review,"Routed to review because product type and category are plausible, but quantity/package evidence is incomplete or conflicting."
cand_000143,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wf_0161,whole_foods,365 Frozen Mixed Berries 12 oz,365,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.5067,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7685,0.7357,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000144,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wf_0163,whole_foods,365 Frozen Broccoli 12 oz,365,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.5294,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7719,0.7379,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000145,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wf_0164,whole_foods,365 Frozen Peas 12 oz,365,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.6,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7825,0.745,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000146,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wf_0166,whole_foods,365 Frozen Waffles 10 ct,365,unknown,frozen,12.5,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.4058,0.85,0.5,1.0,0.85,0.7,1.0,1.0,0.8325,0.4,0.7234,0.7031,[],ambiguous_review,review,"Routed to review because product type and category are plausible, but quantity/package evidence is incomplete or conflicting."
cand_000147,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wm_0011,walmart,"Buy 2 save $1 Great Value Pepperoni Frozen Pizza, 12 in",Great Value,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""frozen"", ""pepperoni"", ""pizza"", ""save""]",HIGH,0.74,0.85,1.0,1.0,1.0,0.7,1.0,1.0,0.92,1.0,0.9085,0.944,[],private_label_equivalent,auto_accept_equivalent,"Matched as private_label_equivalent because both products are retailer private labels with the same product type, compatible quantity, and compatible key attributes."
cand_000148,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wm_0058,walmart,DiGiorno Pepperoni Frozen Pizza Original Rising Crust 27.5 oz,DiGiorno,frozen_pizza,frozen,27.5,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""frozen"", ""pepperoni"", ""pizza""]",MEDIUM,0.6567,0.5,1.0,1.0,0.0,0.7,0.75,0.0,0.92,0.75,0.606,0.7107,"[""pack_size_conflict""]",ambiguous_review,review,"Routed to review because product type and category are plausible, but quantity/package evidence is incomplete or conflicting."
cand_000149,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wm_0059,walmart,"Tombstone Pepperoni Original Frozen Pizza, 18.5 oz",Tombstone,frozen_pizza,frozen,18.5,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""frozen"", ""pepperoni"", ""pizza""]",MEDIUM,0.6316,0.5,1.0,1.0,0.3,0.7,0.75,0.0,0.92,0.75,0.6622,0.7532,"[""pack_size_conflict""]",substitute,auto_accept_substitute,"Classified as substitute because products share product type frozen_pizza and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000150,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wm_0077,walmart,Great Value Frozen Broccoli Florets 12 oz,Great Value,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.4651,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7623,0.7315,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000151,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wm_0089,walmart,Marketside Italian Style Pizza 14 inch,Marketside,frozen_pizza,frozen,14.0,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""inch"", ""pizza""]",HIGH,0.506,0.5,1.0,1.0,0.65,0.7,1.0,0.0,0.92,1.0,0.7509,0.8681,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type frozen_pizza and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000152,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wm_0090,walmart,Great Value Frozen French Fries 32 oz,Great Value,unknown,frozen,32.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.4878,0.85,0.5,1.0,0.0,0.7,1.0,1.0,0.8325,0.4,0.5657,0.5838,[],ambiguous_review,review,"Routed to review because product type and category are plausible, but quantity/package evidence is incomplete or conflicting."
cand_000153,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wm_0099,walmart,Great Value Frozen Sweet Corn 12 oz,Great Value,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.5,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7675,0.735,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000154,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wm_0193,walmart,"Great Value Frozen Mixed Berries, 12 oz",Great Value,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.4762,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7639,0.7326,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000155,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wm_0195,walmart,"Great Value Frozen Broccoli, 12 oz",Great Value,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.5063,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7684,0.7356,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
cand_000156,kr_0012,kroger,Save $1 Kroger Pepperoni Frozen Pizza 12 inch,Kroger,frozen_pizza,frozen,12.0,weight,unknown,True,0.92,False,wm_0196,walmart,"Great Value Frozen Peas, 12 oz",Great Value,unknown,frozen,12.0,weight,unknown,True,0.745,True,"[""same_category_shared_token""]","[""frozen""]",LOW,0.5333,0.85,0.5,1.0,1.0,0.7,1.0,1.0,0.8325,0.4,0.7725,0.7383,[],substitute,auto_accept_substitute,"Classified as substitute because products share product type or category evidence and similar quantity, but brands differ, so they are comparable but not exact equivalents."
