candidate_pair_id,product_id_a,retailer_a,raw_name_a,canonical_brand_a,product_type_a,category_family_a,total_quantity_a,quantity_type_a,package_type_a,is_private_label_a,overall_confidence_a,needs_review_a,product_id_b,retailer_b,raw_name_b,canonical_brand_b,product_type_b,category_family_b,total_quantity_b,quantity_type_b,package_type_b,is_private_label_b,overall_confidence_b,needs_review_b,blocking_reasons_json,shared_tokens_json,shared_token_count,same_product_type,same_category_family,same_brand,both_private_label,same_quantity_type,quantity_ratio,quantity_compatible,candidate_priority
cand_001145,kr_0080,kroger,Boneless Skinless Chicken Breast (per lb),unknown,chicken_breast,meat_seafood,16.0,weight,unknown,False,0.85,False,wm_0085,walmart,Marketside Rotisserie Chicken each,Marketside,unknown,meat_seafood,1.0,count,each,False,0.762,True,"[""same_category_shared_token""]","[""chicken""]",1,False,True,False,False,False,0.0625,False,LOW
cand_001146,kr_0080,kroger,Boneless Skinless Chicken Breast (per lb),unknown,chicken_breast,meat_seafood,16.0,weight,unknown,False,0.85,False,wm_0087,walmart,Rollback Great Value Frozen Chicken Nuggets 32 oz,Great Value,unknown,meat_seafood,32.0,weight,unknown,True,0.762,True,"[""same_category_shared_token""]","[""chicken""]",1,False,True,False,False,True,0.5,False,LOW
cand_001147,kr_0081,kroger,Ground Beef 80/20 1 lb,unknown,ground_beef,meat_seafood,16.0,weight,unknown,False,0.85,False,tg_0076,target,Save $1 80/20 Ground Beef - 1lb,unknown,ground_beef,meat_seafood,16.0,weight,unknown,False,0.85,False,"[""same_category_shared_token"", ""same_product_type""]","[""beef"", ""ground""]",2,True,True,False,False,True,1.0,True,HIGH
cand_001148,kr_0081,kroger,Ground Beef 80/20 1 lb,unknown,ground_beef,meat_seafood,16.0,weight,unknown,False,0.85,False,wm_0072,walmart,"80% Lean / 20% Ft Ground Beef, 1 lb",unknown,ground_beef,meat_seafood,16.0,weight,unknown,False,0.85,False,"[""same_category_shared_token"", ""same_product_type""]","[""beef"", ""ground""]",2,True,True,False,False,True,1.0,True,HIGH
cand_001149,kr_0082,kroger,Atlantic Salmon Fillet (per lb),unknown,salmon,meat_seafood,16.0,weight,unknown,False,0.85,False,wf_0042,whole_foods,Boneless Skinless Chicken Breasts per lb,unknown,unknown,meat_seafood,16.0,weight,unknown,False,0.613,True,"[""same_category_shared_token""]","[""per""]",1,False,True,False,False,True,1.0,True,LOW
cand_001150,kr_0082,kroger,Atlantic Salmon Fillet (per lb),unknown,salmon,meat_seafood,16.0,weight,unknown,False,0.85,False,wf_0043,whole_foods,Atlantic Salmon Fillet per lb,unknown,salmon,meat_seafood,16.0,weight,unknown,False,0.85,False,"[""same_category_shared_token"", ""same_product_type""]","[""atlantic"", ""fillet"", ""per"", ""salmon""]",4,True,True,False,False,True,1.0,True,HIGH
cand_001151,kr_0082,kroger,Atlantic Salmon Fillet (per lb),unknown,salmon,meat_seafood,16.0,weight,unknown,False,0.85,False,wf_0053,whole_foods,Save $1 Mary's Free Range Whole Chicken per lb,Mary S,unknown,meat_seafood,16.0,weight,unknown,False,0.762,True,"[""same_category_shared_token""]","[""per""]",1,False,True,False,False,True,1.0,True,LOW
cand_001152,kr_0082,kroger,Atlantic Salmon Fillet (per lb),unknown,salmon,meat_seafood,16.0,weight,unknown,False,0.85,False,wm_0071,walmart,"Bonele$s Sk1nless Chicken Breast, per Ib",unknown,chicken_breast,meat_seafood,16.0,weight,unknown,False,0.85,False,"[""same_category_shared_token""]","[""per""]",1,False,True,False,False,True,1.0,True,LOW
cand_001153,kr_0082,kroger,Atlantic Salmon Fillet (per lb),unknown,salmon,meat_seafood,16.0,weight,unknown,False,0.85,False,wm_0073,walmart,"Atlantic Salmon Fillet, per lb",unknown,salmon,meat_seafood,16.0,weight,unknown,False,0.85,False,"[""same_category_shared_token"", ""same_product_type""]","[""atlantic"", ""fillet"", ""per"", ""salmon""]",4,True,True,False,False,True,1.0,True,HIGH
cand_001154,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0027,target,Coca-Cola Zero Sugar 12 Pack 12oz Cans,Coca-Cola,soda,beverages,144.0,volume,can,False,1.0,False,"[""same_brand_category"", ""same_category_shared_token"", ""same_product_type""]","[""zero""]",1,True,True,True,False,True,0.6667,False,HIGH
cand_001155,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0028,target,BOGO 50% off Coca-Cola Zero Sugar 6 Pack 12oz Cans,Coca-Cola,soda,beverages,72.0,volume,can,False,1.0,False,"[""same_brand_category"", ""same_category_shared_token"", ""same_product_type""]","[""zero""]",1,True,True,True,False,True,0.75,False,HIGH
cand_001156,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0029,target,Coca-Cola 12 Pack 12oz Cans,Coca-Cola,soda,beverages,144.0,volume,can,False,1.0,False,"[""same_brand_category"", ""same_product_type""]",[],0,True,True,True,False,True,0.6667,False,HIGH
cand_001157,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0030,target,Circle deal Coca-Cola - 2 L Bottle,Coca-Cola,soda,beverages,67.628,volume,bottle,False,1.0,False,"[""same_brand_category"", ""same_product_type""]",[],0,True,True,True,False,True,0.7045,False,HIGH
cand_001158,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0031,target,Diet Coke 12 Pack 12oz Cans,Coca-Cola,soda,beverages,144.0,volume,can,False,1.0,False,"[""same_brand_category"", ""same_category_shared_token"", ""same_product_type""]","[""coke""]",1,True,True,True,False,True,0.6667,False,HIGH
cand_001159,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0032,target,Sprite 12 Pack 12oz Cans,Sprite,soda,beverages,144.0,volume,can,False,1.0,False,"[""same_product_type""]",[],0,True,True,False,False,True,0.6667,False,LOW
cand_001160,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0033,target,Pepsi 12 Pack 12oz Cans,Pepsi,soda,beverages,144.0,volume,can,False,1.0,False,"[""same_product_type""]",[],0,True,True,False,False,True,0.6667,False,LOW
cand_001161,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0035,target,Save $1 LaCroix Lime Sparkling Water 12 Pack 12oz,LaCroix,sparkling_water,beverages,144.0,volume,unknown,False,0.92,False,"[""same_category_shared_token""]","[""save""]",1,False,True,False,False,True,0.6667,False,LOW
cand_001162,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0068,target,Save 20% Simply Orange Pulp Free Orange Juice - 52 fl oz,Simply,orange_juice,beverages,52.0,volume,unknown,False,0.92,False,"[""same_category_shared_token""]","[""save""]",1,False,True,False,False,True,0.5417,False,LOW
cand_001163,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0083,target,Good & Gather Sparkling Water Black Cherry 8pk,Good & Gather,sparkling_water,beverages,96.0,volume,unknown,True,0.92,False,"[""same_category_shared_token""]","[""8pk""]",1,False,True,False,False,True,1.0,True,LOW
cand_001164,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,tg_0210,target,Save $1 Market Pantry Green Tea Bags - 40 ct,Market Pantry,unknown,beverages,40.0,count,unknown,True,0.745,True,"[""same_category_shared_token""]","[""save""]",1,False,True,False,False,False,0.4167,False,LOW
cand_001165,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wf_0020,whole_foods,"Coca-Cola Zero Sugar, 12 x 12 fl oz cans",Coca-Cola,soda,beverages,144.0,volume,can,False,1.0,False,"[""same_brand_category"", ""same_category_shared_token"", ""same_product_type""]","[""zero""]",1,True,True,True,False,True,0.6667,False,HIGH
cand_001166,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wf_0021,whole_foods,"Coca-Cola CIassic, 12 x 12 fI oz cans",Coca-Cola,soda,beverages,144.0,volume,can,False,1.0,False,"[""same_brand_category"", ""same_product_type""]",[],0,True,True,True,False,True,0.6667,False,HIGH
cand_001167,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wm_0013,walmart,Great Value Lime Sparkling Water 8pk 12oz,Great Value,sparkling_water,beverages,96.0,volume,unknown,True,0.92,False,"[""same_category_shared_token""]","[""8pk""]",1,False,True,False,False,True,1.0,True,LOW
cand_001168,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wm_0025,walmart,Coca-Cola Zero Sugar Soda 12-Pack 12 fl oz,Coca-Cola,soda,beverages,144.0,volume,unknown,False,0.92,False,"[""same_brand_category"", ""same_category_shared_token"", ""same_product_type""]","[""zero""]",1,True,True,True,False,True,0.6667,False,HIGH
cand_001169,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wm_0026,walmart,Save $1 Coca-CoIa Zro Sugar Soda 6-Pack 12 fl oz,Coca-Cola,unknown,beverages,72.0,volume,unknown,False,0.745,True,"[""same_brand_category"", ""same_category_shared_token""]","[""save""]",1,False,True,True,False,True,0.75,False,HIGH
cand_001170,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wm_0027,walmart,Coca-Cola Classic 12-Pack 12 fl oz Cans,Coca-Cola,soda,beverages,144.0,volume,can,False,1.0,False,"[""same_brand_category"", ""same_product_type""]",[],0,True,True,True,False,True,0.6667,False,HIGH
cand_001171,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wm_0028,walmart,"Coca-Cola Classic, 2 L",Coca-Cola,soda,beverages,67.628,volume,unknown,False,0.92,False,"[""same_brand_category"", ""same_product_type""]",[],0,True,True,True,False,True,0.7045,False,HIGH
cand_001172,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wm_0029,walmart,Diet Coke Soda 12-Pack 12 fl oz,Coca-Cola,soda,beverages,144.0,volume,unknown,False,0.92,False,"[""same_brand_category"", ""same_category_shared_token"", ""same_product_type""]","[""coke""]",1,True,True,True,False,True,0.6667,False,HIGH
cand_001173,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wm_0030,walmart,Sprite Lemon Lime Soda 12-Pack 12 fl oz,Sprite,soda,beverages,144.0,volume,unknown,False,0.92,False,"[""same_product_type""]",[],0,True,True,False,False,True,0.6667,False,LOW
cand_001174,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wm_0031,walmart,Save $2 Pepsi Soda 12-Pack 12 fl oz,Pepsi,soda,beverages,144.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""save""]",1,True,True,False,False,True,0.6667,False,LOW
cand_001175,kr_0083,kroger,Save $1.50 Coke Zero 8pk 12 oz cans,Coca-Cola,soda,beverages,96.0,volume,can,False,1.0,False,wm_0206,walmart,"Save $1 Great Value Lemonade, 64 fl oz",Great Value,unknown,beverages,64.0,volume,unknown,True,0.745,True,"[""same_category_shared_token""]","[""save""]",1,False,True,False,False,True,0.6667,False,LOW
cand_001176,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0001,target,Good & Gather Organic Whole Milk 1 Gal,Good & Gather,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_001177,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0002,target,"Good & Gather Whole Milk, 1 Gallon",Good & Gather,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_001178,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0041,target,Horizon Organic Whole Milk - 0.5 Gal,Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,1.0,True,HIGH
cand_001179,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0042,target,Horizon Organic 2% Reduced Fat Milk - 1 Gal,Horizon Organic,milk,dairy_milk,128.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.5,False,LOW
cand_001180,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0043,target,Fairlife Lactose Free 2% Reduced Fat Ultra Filtered Milk - 52 fl oz,Fairlife,milk,dairy_milk,52.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.8125,True,HIGH
cand_001181,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0088,target,Good & Gather Organic Whole Milk 1/2 Gal,Good & Gather,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_001182,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,tg_0180,target,Market Pantry Plain Whole Milk Yogurt - 32 oz,Market Pantry,milk,dairy_milk,32.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.5,False,HIGH
cand_001183,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0001,whole_foods,"365 Organic Whole Milk, 128 fl oz",365,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_001184,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0002,whole_foods,365 Whole Milk 1 Gallon,365,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_001185,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0003,whole_foods,365 2% Reduced Fat Milk 64 fl oz,365,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_001186,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0027,whole_foods,Horizn 0rganic Whole Milk 64 fl oz,Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,1.0,True,HIGH
cand_001187,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0066,whole_foods,Stonyfield Organic Whole Milk Yogurt 32 oz,Stonyfield,milk,dairy_milk,32.0,weight,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,False,0.5,False,LOW
cand_001188,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0073,whole_foods,365 Organic Coconut Milk Can 13.5 fl oz,365,milk,dairy_milk,13.5,volume,can,True,0.787,True,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.2109,False,HIGH
cand_001189,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wf_0147,whole_foods,365 Plain Whole Milk Yogurt 32 oz,365,milk,dairy_milk,32.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.5,False,HIGH
cand_001190,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0001,walmart,Great Value Organic Whole Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_001191,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0002,walmart,Great Value Whole Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_001192,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0003,walmart,Great Value 2% Reduced Fat Milk 0.5 gal,Great Value,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,1.0,True,HIGH
cand_001193,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0036,walmart,"Horizon Organic Whole Milk, 64 fl oz",Horizon Organic,milk,dairy_milk,64.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,1.0,True,HIGH
cand_001194,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0037,walmart,Horizon Organic 2% Reduced Fat Milk 1 gal,Horizon Organic,milk,dairy_milk,128.0,volume,unknown,False,0.92,False,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.5,False,LOW
cand_001195,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0038,walmart,"Fairlife Lactose Free 2% Ultra-Filtered Milk, 52 fl oz",Fairlife,milk,dairy_milk,52.0,volume,unknown,False,0.858,True,"[""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,False,True,0.8125,True,HIGH
cand_001196,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0078,walmart,Great Value 2% Reduced Fat Milk 1 gal,Great Value,milk,dairy_milk,128.0,volume,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,True,0.5,False,HIGH
cand_001197,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0083,walmart,Great Value Whole Milk Mozzarella Shredded 16 oz,Great Value,milk,dairy_milk,16.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.25,False,HIGH
cand_001198,kr_0084,kroger,Simple Truth Organic Whole Milk 1 Gallon (alt size 0.5 gal),Simple Truth,milk,dairy_milk,64.0,volume,unknown,True,0.92,False,wm_0179,walmart,"Great Value Plain Whole Milk Yogurt, 32 oz",Great Value,milk,dairy_milk,32.0,weight,unknown,True,0.92,False,"[""private_label_same_product_type"", ""same_category_shared_token"", ""same_product_type""]","[""milk""]",1,True,True,False,True,False,0.5,False,HIGH
cand_001199,kr_0085,kroger,Digital coupon Driscoll's Blueberries 18 oz Family Pack,Driscoll S,berries,produce,18.0,weight,unknown,False,0.875,True,tg_0072,target,Driscoll's Strawberries - 1lb,Driscoll S,berries,produce,16.0,weight,unknown,False,0.875,True,"[""same_brand_category"", ""same_category_shared_token"", ""same_product_type""]","[""driscoll""]",1,True,True,True,False,True,0.8889,True,HIGH
cand_001200,kr_0085,kroger,Digital coupon Driscoll's Blueberries 18 oz Family Pack,Driscoll S,berries,produce,18.0,weight,unknown,False,0.875,True,tg_0073,target,Driscoll's Blueberries - 6oz,Driscoll S,berries,produce,6.0,weight,unknown,False,0.875,True,"[""same_brand_category"", ""same_category_shared_token"", ""same_product_type""]","[""blueberries"", ""driscoll""]",2,True,True,True,False,True,0.3333,False,HIGH
cand_001201,kr_0085,kroger,Digital coupon Driscoll's Blueberries 18 oz Family Pack,Driscoll S,berries,produce,18.0,weight,unknown,False,0.875,True,tg_0195,target,Market Pantry Frozen Strawberries - 16 oz,Market Pantry,berries,produce,16.0,weight,unknown,True,0.725,True,"[""same_product_type""]",[],0,True,True,False,False,True,0.8889,True,HIGH
cand_001202,kr_0085,kroger,Digital coupon Driscoll's Blueberries 18 oz Family Pack,Driscoll S,berries,produce,18.0,weight,unknown,False,0.875,True,wf_0067,whole_foods,365 Organic Frozen Wild Blueberries 10 oz,365,berries,produce,10.0,weight,unknown,True,0.725,True,"[""same_category_shared_token"", ""same_product_type""]","[""blueberries""]",1,True,True,False,False,True,0.5556,False,LOW
cand_001203,kr_0085,kroger,Digital coupon Driscoll's Blueberries 18 oz Family Pack,Driscoll S,berries,produce,18.0,weight,unknown,False,0.875,True,wf_0162,whole_foods,365 Frozen Strawberries 16 oz,365,berries,produce,16.0,weight,unknown,True,0.725,True,"[""same_product_type""]",[],0,True,True,False,False,True,0.8889,True,HIGH
cand_001204,kr_0085,kroger,Digital coupon Driscoll's Blueberries 18 oz Family Pack,Driscoll S,berries,produce,18.0,weight,unknown,False,0.875,True,wm_0067,walmart,"Buy 2 save $1 Driscoll's Strawberries, 1 lb",Driscoll S,berries,produce,16.0,weight,unknown,False,0.875,True,"[""same_brand_category"", ""same_category_shared_token"", ""same_product_type""]","[""driscoll""]",1,True,True,True,False,True,0.8889,True,HIGH
cand_001205,kr_0085,kroger,Digital coupon Driscoll's Blueberries 18 oz Family Pack,Driscoll S,berries,produce,18.0,weight,unknown,False,0.875,True,wm_0068,walmart,"Save $2 Driscoll's Blueberries, 6 oz",Driscoll S,berries,produce,6.0,weight,unknown,False,0.875,True,"[""same_brand_category"", ""same_category_shared_token"", ""same_product_type""]","[""blueberries"", ""driscoll""]",2,True,True,True,False,True,0.3333,False,HIGH
cand_001206,kr_0085,kroger,Digital coupon Driscoll's Blueberries 18 oz Family Pack,Driscoll S,berries,produce,18.0,weight,unknown,False,0.875,True,wm_0102,walmart,Marketside Fresh Strawberries 1 lb,Marketside,berries,produce,16.0,weight,unknown,False,0.875,True,"[""same_product_type""]",[],0,True,True,False,False,True,0.8889,True,HIGH
cand_001207,kr_0085,kroger,Digital coupon Driscoll's Blueberries 18 oz Family Pack,Driscoll S,berries,produce,18.0,weight,unknown,False,0.875,True,wm_0194,walmart,"Great Value Frozen Strawberries, 16 oz",Great Value,berries,produce,16.0,weight,unknown,True,0.725,True,"[""same_product_type""]",[],0,True,True,False,False,True,0.8889,True,HIGH
cand_001208,kr_0086,kroger,Private Selection Sharp Cheddar Cheese 8 oz,Private Selection,cheese,cheese,8.0,weight,unknown,False,1.0,False,tg_0017,target,Good & Gather Mild Cheddar Shredded Cheese - 8oz,Good & Gather,cheese,cheese,8.0,weight,unknown,True,1.0,False,"[""same_category_shared_token"", ""same_product_type""]","[""cheddar"", ""cheese""]",2,True,True,False,False,True,1.0,True,HIGH
cand_001209,kr_0086,kroger,Private Selection Sharp Cheddar Cheese 8 oz,Private Selection,cheese,cheese,8.0,weight,unknown,False,1.0,False,tg_0024,target,Market Pantry Original Cream Cheese - 8oz,Market Pantry,cheese,cheese,8.0,weight,unknown,True,1.0,False,"[""same_category_shared_token"", ""same_product_type""]","[""cheese""]",1,True,True,False,False,True,1.0,True,HIGH
cand_001210,kr_0086,kroger,Private Selection Sharp Cheddar Cheese 8 oz,Private Selection,cheese,cheese,8.0,weight,unknown,False,1.0,False,tg_0052,target,Doritos Nacho Cheese Tortilla Chips - 9.25oz,Doritos,cheese,cheese,9.25,weight,unknown,False,0.85,False,"[""same_category_shared_token"", ""same_product_type""]","[""cheese""]",1,True,True,False,False,True,0.8649,True,HIGH
cand_001211,kr_0086,kroger,Private Selection Sharp Cheddar Cheese 8 oz,Private Selection,cheese,cheese,8.0,weight,unknown,False,1.0,False,tg_0061,target,Kraft Original Macaroni & Cheese - 7.25oz,Kraft,cheese,cheese,7.25,weight,unknown,False,0.85,False,"[""same_category_shared_token"", ""same_product_type""]","[""cheese""]",1,True,True,False,False,True,0.9062,True,HIGH
cand_001212,kr_0086,kroger,Private Selection Sharp Cheddar Cheese 8 oz,Private Selection,cheese,cheese,8.0,weight,unknown,False,1.0,False,tg_0079,target,Market Pantry Macaroni & Cheese Original 7.25 oz,Market Pantry,cheese,cheese,7.25,weight,unknown,True,0.85,False,"[""same_category_shared_token"", ""same_product_type""]","[""cheese""]",1,True,True,False,False,True,0.9062,True,HIGH
